Fragment,Count,Time (ms),Size (bytes)
Cross.list-enrollmentrequests-xml,2,2,0
Cross.list-enrollmentresponses,2,0,0
Cross.list-enrollmentresponses-json,2,2,0
Cross.list-enrollmentresponses-xml,2,2,0
Cross.list-episodeofcares,2,0,0
Cross.list-episodeofcares-json,2,0,0
Cross.list-episodeofcares-xml,2,1,0
Cross.list-eventdefinitions,2,0,0
Cross.list-eventdefinitions-json,2,0,0
Cross.list-eventdefinitions-xml,2,2,0
Cross.list-evidences,2,0,0
Cross.list-evidences-json,2,1,0
Cross.list-evidences-xml,2,1,0
Cross.list-evidencevariables,2,0,0
Cross.list-evidencevariables-json,2,2,0
Cross.list-evidencevariables-xml,2,2,0
Cross.list-examplescenarios,2,0,0
Cross.list-examplescenarios-json,2,1,0
Cross.list-examplescenarios-xml,2,2,0
Cross.list-explanationofbenefits,2,0,0
Cross.list-explanationofbenefits-json,2,0,0
Cross.list-explanationofbenefits-xml,2,2,0
Cross.list-extensions,2,2,20218
Cross.list-extensions-mm,2,2,20594
Cross.list-familymemberhistories,2,0,0
Cross.list-familymemberhistories-json,2,0,0
Cross.list-familymemberhistories-xml,2,2,0
Cross.list-flags,2,1,0
Cross.list-flags-json,2,2,0
Cross.list-flags-xml,2,3,0
Cross.list-goals,2,0,0
Cross.list-goals-json,2,2,0
Cross.list-goals-xml,2,2,0
Cross.list-graphdefinitions,2,0,0
Cross.list-graphdefinitions-json,2,2,0
Cross.list-graphdefinitions-xml,2,2,0
Cross.list-groups,2,0,0
Cross.list-groups-json,2,1,0
Cross.list-groups-xml,2,2,0
Cross.list-guidanceresponses,2,0,0
Cross.list-guidanceresponses-json,2,1,0
Cross.list-guidanceresponses-xml,2,1,0
Cross.list-healthcareservices,2,1,224
Cross.list-healthcareservices-json,2,1,234
Cross.list-healthcareservices-xml,2,2,232
Cross.list-imagingstudies,2,0,0
Cross.list-imagingstudies-json,2,1,0
Cross.list-imagingstudies-xml,2,2,0
Cross.list-immunizationevaluations,2,0,0
Cross.list-immunizationevaluations-json,2,1,0
Cross.list-immunizationevaluations-xml,2,2,0
Cross.list-immunizationrecommendations,2,0,0
Cross.list-immunizationrecommendations-json,2,1,0
Cross.list-immunizationrecommendations-xml,2,2,0
Cross.list-immunizations,2,0,0
Cross.list-immunizations-json,2,1,0
Cross.list-immunizations-xml,2,1,0
Cross.list-implementationguides,2,1,486
Cross.list-implementationguides-json,2,2,496
Cross.list-implementationguides-xml,2,3,494
Cross.list-insuranceplans,2,0,0
Cross.list-insuranceplans-json,2,2,0
Cross.list-insuranceplans-xml,2,2,0
Cross.list-invoices,2,0,0
Cross.list-invoices-json,2,2,0
Cross.list-invoices-xml,2,3,0
Cross.list-libraries,2,0,0
Cross.list-libraries-json,2,1,0
Cross.list-libraries-xml,2,2,0
Cross.list-linkages,2,0,0
Cross.list-linkages-json,2,1,0
Cross.list-linkages-xml,2,2,0
Cross.list-lists,2,0,0
Cross.list-lists-json,2,2,0
Cross.list-lists-xml,2,2,0
Cross.list-locations,2,0,1184
Cross.list-locations-json,2,1,1234
Cross.list-locations-xml,2,2,1224
Cross.list-logicals,2,0,0
Cross.list-logicals-mm,2,1,0
Cross.list-measurereports,2,0,0
Cross.list-measurereports-json,2,1,0
Cross.list-measurereports-xml,2,1,0
Cross.list-measures,2,0,0
Cross.list-measures-json,2,1,0
Cross.list-measures-xml,2,2,0
Cross.list-media,2,0,0
Cross.list-media-json,2,0,0
Cross.list-media-xml,2,2,0
Cross.list-medicationadministrations,2,1,660
Cross.list-medicationadministrations-json,2,2,670
Cross.list-medicationadministrations-xml,2,2,668
Cross.list-medicationdispenses,2,0,0
Cross.list-medicationdispenses-json,2,1,0
Cross.list-medicationdispenses-xml,2,2,0
Cross.list-medicationknowledges,2,0,0
Cross.list-medicationknowledges-json,2,2,0
Cross.list-medicationknowledges-xml,2,2,0
Cross.list-medicationrequests,2,0,0
Cross.list-medicationrequests-json,2,2,0
Cross.list-medicationrequests-xml,2,2,0
Cross.list-medications,2,0,0
Cross.list-medications-json,2,0,0
Cross.list-medications-xml,2,2,0
Cross.list-medicationstatements,2,0,0
Cross.list-medicationstatements-json,2,0,0
Cross.list-medicationstatements-xml,2,2,0
Cross.list-medicinalproductauthorizations,2,0,0
Cross.list-medicinalproductauthorizations-json,2,0,0
Cross.list-medicinalproductauthorizations-xml,2,2,0
Cross.list-medicinalproductcontraindications,2,1,0
Cross.list-medicinalproductcontraindications-json,2,2,0
Cross.list-medicinalproductcontraindications-xml,2,2,0
Cross.list-medicinalproductindications,2,0,0
Cross.list-medicinalproductindications-json,2,1,0
Cross.list-medicinalproductindications-xml,2,2,0
Cross.list-medicinalproductingredients,2,0,0
Cross.list-medicinalproductingredients-json,2,1,0
Cross.list-medicinalproductingredients-xml,2,2,0
Cross.list-medicinalproductinteractions,2,0,0
Cross.list-medicinalproductinteractions-json,2,1,0
Cross.list-medicinalproductinteractions-xml,2,1,0
Cross.list-medicinalproductmanufactureds,2,0,0
Cross.list-medicinalproductmanufactureds-json,2,2,0
Cross.list-medicinalproductmanufactureds-xml,2,2,0
Cross.list-medicinalproductpackageds,2,0,0
Cross.list-medicinalproductpackageds-json,2,1,0
Cross.list-medicinalproductpackageds-xml,2,2,0
Cross.list-medicinalproductpharmaceuticals,2,1,0
Cross.list-medicinalproductpharmaceuticals-json,2,2,0
Cross.list-medicinalproductpharmaceuticals-xml,2,2,0
Cross.list-medicinalproducts,2,0,0
Cross.list-medicinalproducts-json,2,1,0
Cross.list-medicinalproducts-xml,2,2,0
Cross.list-medicinalproductundesirableeffects,2,0,0
Cross.list-medicinalproductundesirableeffects-json,2,0,0
Cross.list-medicinalproductundesirableeffects-xml,2,1,0
Cross.list-messagedefinitions,2,0,0
Cross.list-messagedefinitions-json,2,1,0
Cross.list-messagedefinitions-xml,2,2,0
Cross.list-messageheaders,2,1,0
Cross.list-messageheaders-json,2,1,0
Cross.list-messageheaders-xml,2,2,0
Cross.list-molecularsequences,2,0,0
Cross.list-molecularsequences-json,2,1,0
Cross.list-molecularsequences-xml,2,2,0
Cross.list-name-accounts,2,0,0
Cross.list-name-accounts-json,2,0,0
Cross.list-name-accounts-xml,2,2,0
Cross.list-name-activitydefinitions,2,0,0
Cross.list-name-activitydefinitions-json,2,0,0
Cross.list-name-activitydefinitions-xml,2,2,0
Cross.list-name-actordefinitions,2,0,0
Cross.list-name-actordefinitions-json,2,1,0
Cross.list-name-actordefinitions-xml,2,2,0
Cross.list-name-adverseevents,2,0,0
Cross.list-name-adverseevents-json,2,0,0
Cross.list-name-adverseevents-xml,2,1,0
Cross.list-name-allergyintolerances,2,0,0
Cross.list-name-allergyintolerances-json,2,0,0
Cross.list-name-allergyintolerances-xml,2,2,0
Cross.list-name-appointmentresponses,2,0,0
Cross.list-name-appointmentresponses-json,2,2,0
Cross.list-name-appointmentresponses-xml,2,2,0
Cross.list-name-appointments,2,0,426
Cross.list-name-appointments-json,2,1,436
Cross.list-name-appointments-xml,2,2,434
Cross.list-name-auditevents,2,0,0
Cross.list-name-auditevents-json,2,2,0
Cross.list-name-auditevents-xml,2,2,0
Cross.list-name-basics,2,0,0
Cross.list-name-basics-json,2,0,0
Cross.list-name-basics-xml,2,2,0
Cross.list-name-binaries,2,0,0
Cross.list-name-binaries-json,2,2,0
Cross.list-name-binaries-xml,2,2,0
Cross.list-name-biologicallyderivedproducts,2,0,0
Cross.list-name-biologicallyderivedproducts-json,2,1,0
Cross.list-name-biologicallyderivedproducts-xml,2,2,0
Cross.list-name-bodystructures,2,1,0
Cross.list-name-bodystructures-json,2,1,0
Cross.list-name-bodystructures-xml,2,2,0
Cross.list-name-bundles,2,0,0
Cross.list-name-bundles-json,2,1,0
Cross.list-name-bundles-xml,2,1,0
Cross.list-name-capabilitystatements,2,0,0
Cross.list-name-capabilitystatements-json,2,1,0
Cross.list-name-capabilitystatements-xml,2,1,0
Cross.list-name-careplans,2,0,0
Cross.list-name-careplans-json,2,1,0
Cross.list-name-careplans-xml,2,2,0
Cross.list-name-careteams,2,0,0
Cross.list-name-careteams-json,2,1,0
Cross.list-name-careteams-xml,2,2,0
Cross.list-name-catalogentries,2,0,0
Cross.list-name-catalogentries-json,2,1,0
Cross.list-name-catalogentries-xml,2,2,0
Cross.list-name-chargeitemdefinitions,2,0,0
Cross.list-name-chargeitemdefinitions-json,2,2,0
Cross.list-name-chargeitemdefinitions-xml,2,2,0
Cross.list-name-chargeitems,2,0,0
Cross.list-name-chargeitems-json,2,0,0
Cross.list-name-chargeitems-xml,2,1,0
Cross.list-name-claimresponses,2,0,0
Cross.list-name-claimresponses-json,2,1,0
Cross.list-name-claimresponses-xml,2,2,0
Cross.list-name-claims,2,1,0
Cross.list-name-claims-json,2,1,0
Cross.list-name-claims-xml,2,2,0
Cross.list-name-clinicalimpressions,2,0,0
Cross.list-name-clinicalimpressions-json,2,0,0
Cross.list-name-clinicalimpressions-xml,2,2,0
Cross.list-name-codesystems,2,1,9232
Cross.list-name-codesystems-json,2,3,9492
Cross.list-name-codesystems-xml,2,4,9440
Cross.list-name-communicationrequests,2,0,0
Cross.list-name-communicationrequests-json,2,0,0
Cross.list-name-communicationrequests-xml,2,1,0
Cross.list-name-communications,2,0,0
Cross.list-name-communications-json,2,1,0
Cross.list-name-communications-xml,2,2,0
Cross.list-name-compartmentdefinitions,2,0,0
Cross.list-name-compartmentdefinitions-json,2,1,0
Cross.list-name-compartmentdefinitions-xml,2,2,0
Cross.list-name-compositions,2,0,0
Cross.list-name-compositions-json,2,1,0
Cross.list-name-compositions-xml,2,1,0
Cross.list-name-conceptmaps,2,0,0
Cross.list-name-conceptmaps-json,2,1,0
Cross.list-name-conceptmaps-xml,2,1,0
Cross.list-name-conditions,2,0,0
Cross.list-name-conditions-json,2,2,0
Cross.list-name-conditions-xml,2,2,0
Cross.list-name-consents,2,0,0
Cross.list-name-consents-json,2,1,0
Cross.list-name-consents-xml,2,2,0
Cross.list-name-contracts,2,0,0
Cross.list-name-contracts-json,2,1,0
Cross.list-name-contracts-xml,2,2,0
Cross.list-name-coverageeligibilityrequests,2,0,0
Cross.list-name-coverageeligibilityrequests-json,2,1,0
Cross.list-name-coverageeligibilityrequests-xml,2,2,0
Cross.list-name-coverageeligibilityresponses,2,0,0
Cross.list-name-coverageeligibilityresponses-json,2,1,0
Cross.list-name-coverageeligibilityresponses-xml,2,2,0
Cross.list-name-coverages,2,0,0
Cross.list-name-coverages-json,2,1,0
Cross.list-name-coverages-xml,2,1,0
Cross.list-name-detectedissues,2,0,0
Cross.list-name-detectedissues-json,2,0,0
Cross.list-name-detectedissues-xml,2,1,0
Cross.list-name-devicedefinitions,2,0,0
Cross.list-name-devicedefinitions-json,2,1,0
Cross.list-name-devicedefinitions-xml,2,2,0
Cross.list-name-devicemetrics,2,0,0
Cross.list-name-devicemetrics-json,2,0,0
Cross.list-name-devicemetrics-xml,2,2,0
Cross.list-name-devicerequests,2,0,0
Cross.list-name-devicerequests-json,2,1,0
Cross.list-name-devicerequests-xml,2,1,0
Cross.list-name-devices,2,0,0
Cross.list-name-devices-json,2,1,0
Cross.list-name-devices-xml,2,2,0
Cross.list-name-deviceusestatements,2,0,0
Cross.list-name-deviceusestatements-json,2,1,0
Cross.list-name-deviceusestatements-xml,2,1,0
Cross.list-name-diagnosticreports,2,0,0
Cross.list-name-diagnosticreports-json,2,1,0
Cross.list-name-diagnosticreports-xml,2,2,0
Cross.list-name-documentmanifests,2,0,0
Cross.list-name-documentmanifests-json,2,0,0
Cross.list-name-documentmanifests-xml,2,2,0
Cross.list-name-documentreferences,2,0,0
Cross.list-name-documentreferences-json,2,1,0
Cross.list-name-documentreferences-xml,2,2,0
Cross.list-name-domainresources,2,0,0
Cross.list-name-domainresources-json,2,0,0
Cross.list-name-domainresources-xml,2,2,0
Cross.list-name-effectevidencesyntheses,2,1,0
Cross.list-name-effectevidencesyntheses-json,2,1,0
Cross.list-name-effectevidencesyntheses-xml,2,1,0
Cross.list-name-encounters,2,0,402
Cross.list-name-encounters-json,2,0,412
Cross.list-name-encounters-xml,2,1,410
Cross.list-name-endpoints,2,0,0
Cross.list-name-endpoints-json,2,1,0
Cross.list-name-endpoints-xml,2,2,0
Cross.list-name-enrollmentrequests,2,0,0
Cross.list-name-enrollmentrequests-json,2,2,0
Cross.list-name-enrollmentrequests-xml,2,2,0
Cross.list-name-enrollmentresponses,2,0,0
Cross.list-name-enrollmentresponses-json,2,0,0
Cross.list-name-enrollmentresponses-xml,2,1,0
Cross.list-name-episodeofcares,2,0,0
Cross.list-name-episodeofcares-json,2,0,0
Cross.list-name-episodeofcares-xml,2,2,0
Cross.list-name-eventdefinitions,2,0,0
Cross.list-name-eventdefinitions-json,2,2,0
Cross.list-name-eventdefinitions-xml,2,2,0
Cross.list-name-evidences,2,0,0
Cross.list-name-evidences-json,2,1,0
Cross.list-name-evidences-xml,2,2,0
Cross.list-name-evidencevariables,2,0,0
Cross.list-name-evidencevariables-json,2,1,0
Cross.list-name-evidencevariables-xml,2,2,0
Cross.list-name-examplescenarios,2,0,0
Cross.list-name-examplescenarios-json,2,0,0
Cross.list-name-examplescenarios-xml,2,2,0
Cross.list-name-explanationofbenefits,2,0,0
Cross.list-name-explanationofbenefits-json,2,1,0
Cross.list-name-explanationofbenefits-xml,2,2,0
Cross.list-name-familymemberhistories,2,0,0
Cross.list-name-familymemberhistories-json,2,1,0
Cross.list-name-familymemberhistories-xml,2,1,0
Cross.list-name-flags,2,0,0
Cross.list-name-flags-json,2,0,0
Cross.list-name-flags-xml,2,2,0
Cross.list-name-goals,2,0,0
Cross.list-name-goals-json,2,2,0
Cross.list-name-goals-xml,2,3,0
Cross.list-name-graphdefinitions,2,0,0
Cross.list-name-graphdefinitions-json,2,1,0
Cross.list-name-graphdefinitions-xml,2,2,0
Cross.list-name-groups,2,0,0
Cross.list-name-groups-json,2,1,0
Cross.list-name-groups-xml,2,2,0
Cross.list-name-guidanceresponses,2,0,0
Cross.list-name-guidanceresponses-json,2,0,0
Cross.list-name-guidanceresponses-xml,2,2,0
Cross.list-name-healthcareservices,2,0,224
Cross.list-name-healthcareservices-json,2,1,234
Cross.list-name-healthcareservices-xml,2,2,232
Cross.list-name-imagingstudies,2,0,0
Cross.list-name-imagingstudies-json,2,1,0
Cross.list-name-imagingstudies-xml,2,1,0
Cross.list-name-immunizationevaluations,2,0,0
Cross.list-name-immunizationevaluations-json,2,1,0
Cross.list-name-immunizationevaluations-xml,2,1,0
Cross.list-name-immunizationrecommendations,2,0,0
Cross.list-name-immunizationrecommendations-json,2,0,0
Cross.list-name-immunizationrecommendations-xml,2,1,0
Cross.list-name-immunizations,2,0,0
Cross.list-name-immunizations-json,2,1,0
Cross.list-name-immunizations-xml,2,2,0
Cross.list-name-implementationguides,2,0,486
Cross.list-name-implementationguides-json,2,2,496
Cross.list-name-implementationguides-xml,2,2,494
Cross.list-name-insuranceplans,2,0,0
Cross.list-name-insuranceplans-json,2,1,0
Cross.list-name-insuranceplans-xml,2,2,0
Cross.list-name-invoices,2,0,0
Cross.list-name-invoices-json,2,1,0
Cross.list-name-invoices-xml,2,3,0
Cross.list-name-libraries,2,0,0
Cross.list-name-libraries-json,2,2,0
Cross.list-name-libraries-xml,2,2,0
Cross.list-name-linkages,2,0,0
Cross.list-name-linkages-json,2,2,0
Cross.list-name-linkages-xml,2,2,0
Cross.list-name-lists,2,0,0
Cross.list-name-lists-json,2,0,0
Cross.list-name-lists-xml,2,1,0
Cross.list-name-locations,2,0,1184
Cross.list-name-locations-json,2,0,1234
Cross.list-name-locations-xml,2,2,1224
Cross.list-name-measurereports,2,0,0
Cross.list-name-measurereports-json,2,0,0
Cross.list-name-measurereports-xml,2,2,0
Cross.list-name-measures,2,0,0
Cross.list-name-measures-json,2,0,0
Cross.list-name-measures-xml,2,2,0
Cross.list-name-media,2,0,0
Cross.list-name-media-json,2,1,0
Cross.list-name-media-xml,2,2,0
Cross.list-name-medicationadministrations,2,0,660
Cross.list-name-medicationadministrations-json,2,0,670
Cross.list-name-medicationadministrations-xml,2,2,668
Cross.list-name-medicationdispenses,2,0,0
Cross.list-name-medicationdispenses-json,2,2,0
Cross.list-name-medicationdispenses-xml,2,2,0
Cross.list-name-medicationknowledges,2,0,0
Cross.list-name-medicationknowledges-json,2,0,0
Cross.list-name-medicationknowledges-xml,2,2,0
Cross.list-name-medicationrequests,2,0,0
Cross.list-name-medicationrequests-json,2,1,0
Cross.list-name-medicationrequests-xml,2,2,0
Cross.list-name-medications,2,0,0
Cross.list-name-medications-json,2,2,0
Cross.list-name-medications-xml,2,2,0
Cross.list-name-medicationstatements,2,0,0
Cross.list-name-medicationstatements-json,2,2,0
Cross.list-name-medicationstatements-xml,2,2,0
Cross.list-name-medicinalproductauthorizations,2,1,0
Cross.list-name-medicinalproductauthorizations-json,2,2,0
Cross.list-name-medicinalproductauthorizations-xml,2,2,0
Cross.list-name-medicinalproductcontraindications,2,0,0
Cross.list-name-medicinalproductcontraindications-json,2,1,0
Cross.list-name-medicinalproductcontraindications-xml,2,1,0
Cross.list-name-medicinalproductindications,2,0,0
Cross.list-name-medicinalproductindications-json,2,0,0
Cross.list-name-medicinalproductindications-xml,2,1,0
Cross.list-name-medicinalproductingredients,2,0,0
Cross.list-name-medicinalproductingredients-json,2,1,0
Cross.list-name-medicinalproductingredients-xml,2,2,0
Cross.list-name-medicinalproductinteractions,2,0,0
Cross.list-name-medicinalproductinteractions-json,2,1,0
Cross.list-name-medicinalproductinteractions-xml,2,2,0
Cross.list-name-medicinalproductmanufactureds,2,0,0
Cross.list-name-medicinalproductmanufactureds-json,2,1,0
Cross.list-name-medicinalproductmanufactureds-xml,2,1,0
Cross.list-name-medicinalproductpackageds,2,0,0
Cross.list-name-medicinalproductpackageds-json,2,0,0
Cross.list-name-medicinalproductpackageds-xml,2,2,0
Cross.list-name-medicinalproductpharmaceuticals,2,0,0
Cross.list-name-medicinalproductpharmaceuticals-json,2,1,0
Cross.list-name-medicinalproductpharmaceuticals-xml,2,1,0
Cross.list-name-medicinalproducts,2,0,0
Cross.list-name-medicinalproducts-json,2,2,0
Cross.list-name-medicinalproducts-xml,2,2,0
Cross.list-name-medicinalproductundesirableeffects,2,1,0
Cross.list-name-medicinalproductundesirableeffects-json,2,1,0
Cross.list-name-medicinalproductundesirableeffects-xml,2,2,0
Cross.list-name-messagedefinitions,2,0,0
Cross.list-name-messagedefinitions-json,2,2,0
Cross.list-name-messagedefinitions-xml,2,3,0
Cross.list-name-messageheaders,2,0,0
Cross.list-name-messageheaders-json,2,0,0
Cross.list-name-messageheaders-xml,2,2,0
Cross.list-name-molecularsequences,2,0,0
Cross.list-name-molecularsequences-json,2,0,0
Cross.list-name-molecularsequences-xml,2,2,0
Cross.list-name-namingsystems,2,0,0
Cross.list-name-namingsystems-json,2,2,0
Cross.list-name-namingsystems-xml,2,2,0
Cross.list-name-nutritionorders,2,0,0
Cross.list-name-nutritionorders-json,2,1,0
Cross.list-name-nutritionorders-xml,2,2,0
Cross.list-name-observationdefinitions,2,1,0
Cross.list-name-observationdefinitions-json,2,1,0
Cross.list-name-observationdefinitions-xml,2,1,0
Cross.list-name-observations,2,1,4332
Cross.list-name-observations-json,2,2,4422
Cross.list-name-observations-xml,2,3,4404
Cross.list-name-operationdefinitions,2,0,0
Cross.list-name-operationdefinitions-json,2,1,0
Cross.list-name-operationdefinitions-xml,2,2,0
Cross.list-name-operationoutcomes,2,1,0
Cross.list-name-operationoutcomes-json,2,1,0
Cross.list-name-operationoutcomes-xml,2,2,0
Cross.list-name-organizationaffiliations,2,0,0
Cross.list-name-organizationaffiliations-json,2,2,0
Cross.list-name-organizationaffiliations-xml,2,2,0
Cross.list-name-organizations,2,0,2758
Cross.list-name-organizations-json,2,0,2878
Cross.list-name-organizations-xml,2,2,2854
Cross.list-name-parameters,2,0,0
Cross.list-name-parameters-json,2,0,0
Cross.list-name-parameters-xml,2,0,0
Cross.list-name-patients,2,0,822
Cross.list-name-patients-json,2,2,842
Cross.list-name-patients-xml,2,2,838
Cross.list-name-paymentnotices,2,0,0
Cross.list-name-paymentnotices-json,2,0,0
