Fragment,Count,Time (ms),Size (bytes)
Cross.table-name-medicinalproductingredients-xml,2,2,0
Cross.table-name-medicinalproductinteractions,2,1,0
Cross.table-name-medicinalproductinteractions-json,2,1,0
Cross.table-name-medicinalproductinteractions-xml,2,3,0
Cross.table-name-medicinalproductmanufactureds,2,0,0
Cross.table-name-medicinalproductmanufactureds-json,2,1,0
Cross.table-name-medicinalproductmanufactureds-xml,2,2,0
Cross.table-name-medicinalproductpackageds,2,0,0
Cross.table-name-medicinalproductpackageds-json,2,2,0
Cross.table-name-medicinalproductpackageds-xml,2,2,0
Cross.table-name-medicinalproductpharmaceuticals,2,0,0
Cross.table-name-medicinalproductpharmaceuticals-json,2,1,0
Cross.table-name-medicinalproductpharmaceuticals-xml,2,2,0
Cross.table-name-medicinalproducts,2,2,0
Cross.table-name-medicinalproducts-json,2,2,0
Cross.table-name-medicinalproducts-xml,2,2,0
Cross.table-name-medicinalproductundesirableeffects,2,1,0
Cross.table-name-medicinalproductundesirableeffects-json,2,2,0
Cross.table-name-medicinalproductundesirableeffects-xml,2,3,0
Cross.table-name-messagedefinitions,2,2,0
Cross.table-name-messagedefinitions-json,2,3,0
Cross.table-name-messagedefinitions-xml,2,4,0
Cross.table-name-messageheaders,2,0,0
Cross.table-name-messageheaders-json,2,0,0
Cross.table-name-messageheaders-xml,2,2,0
Cross.table-name-molecularsequences,2,0,0
Cross.table-name-molecularsequences-json,2,2,0
Cross.table-name-molecularsequences-xml,2,3,0
Cross.table-name-namingsystems,2,2,0
Cross.table-name-namingsystems-json,2,2,0
Cross.table-name-namingsystems-xml,2,3,0
Cross.table-name-nutritionorders,2,0,0
Cross.table-name-nutritionorders-json,2,2,0
Cross.table-name-nutritionorders-xml,2,2,0
Cross.table-name-observationdefinitions,2,1,0
Cross.table-name-observationdefinitions-json,2,1,0
Cross.table-name-observationdefinitions-xml,2,3,0
Cross.table-name-observations,2,2,4656
Cross.table-name-observations-json,2,2,4746
Cross.table-name-observations-xml,2,3,4728
Cross.table-name-operationdefinitions,2,1,0
Cross.table-name-operationdefinitions-json,2,2,0
Cross.table-name-operationdefinitions-xml,2,2,0
Cross.table-name-operationoutcomes,2,1,0
Cross.table-name-operationoutcomes-json,2,2,0
Cross.table-name-operationoutcomes-xml,2,3,0
Cross.table-name-organizationaffiliations,2,2,0
Cross.table-name-organizationaffiliations-json,2,2,0
Cross.table-name-organizationaffiliations-xml,2,2,0
Cross.table-name-organizations,2,0,3190
Cross.table-name-organizations-json,2,2,3310
Cross.table-name-organizations-xml,2,2,3286
Cross.table-name-parameters,2,0,0
Cross.table-name-parameters-json,2,0,0
Cross.table-name-parameters-xml,2,2,0
Cross.table-name-patients,2,0,894
Cross.table-name-patients-json,2,2,914
Cross.table-name-patients-xml,2,2,910
Cross.table-name-paymentnotices,2,0,0
Cross.table-name-paymentnotices-json,2,2,0
Cross.table-name-paymentnotices-xml,2,2,0
Cross.table-name-paymentreconciliations,2,1,0
Cross.table-name-paymentreconciliations-json,2,2,0
Cross.table-name-paymentreconciliations-xml,2,3,0
Cross.table-name-people,2,1,0
Cross.table-name-people-json,2,1,0
Cross.table-name-people-xml,2,2,0
Cross.table-name-plandefinitions,2,1,0
Cross.table-name-plandefinitions-json,2,1,0
Cross.table-name-plandefinitions-xml,2,3,0
Cross.table-name-practitionerroles,2,1,522
Cross.table-name-practitionerroles-json,2,1,532
Cross.table-name-practitionerroles-xml,2,2,530
Cross.table-name-practitioners,2,0,474
Cross.table-name-practitioners-json,2,2,484
Cross.table-name-practitioners-xml,2,2,482
Cross.table-name-procedures,2,0,0
Cross.table-name-procedures-json,2,2,0
Cross.table-name-procedures-xml,2,2,0
Cross.table-name-provenances,2,1,0
Cross.table-name-provenances-json,2,2,0
Cross.table-name-provenances-xml,2,3,0
Cross.table-name-questionnaireresponses,2,2,0
Cross.table-name-questionnaireresponses-json,2,2,0
Cross.table-name-questionnaireresponses-xml,2,2,0
Cross.table-name-questionnaires,2,0,0
Cross.table-name-questionnaires-json,2,1,0
Cross.table-name-questionnaires-xml,2,2,0
Cross.table-name-relatedpeople,2,2,486
Cross.table-name-relatedpeople-json,2,2,496
Cross.table-name-relatedpeople-xml,2,3,494
Cross.table-name-requestgroups,2,0,0
Cross.table-name-requestgroups-json,2,0,0
Cross.table-name-requestgroups-xml,2,2,0
Cross.table-name-requirements,2,1,0
Cross.table-name-requirements-json,2,1,0
Cross.table-name-requirements-xml,2,3,0
Cross.table-name-researchdefinitions,2,1,0
Cross.table-name-researchdefinitions-json,2,2,0
Cross.table-name-researchdefinitions-xml,2,3,0
Cross.table-name-researchelementdefinitions,2,1,0
Cross.table-name-researchelementdefinitions-json,2,1,0
Cross.table-name-researchelementdefinitions-xml,2,3,0
Cross.table-name-researchstudies,2,0,0
Cross.table-name-researchstudies-json,2,1,0
Cross.table-name-researchstudies-xml,2,2,0
Cross.table-name-researchsubjects,2,0,0
Cross.table-name-researchsubjects-json,2,2,0
Cross.table-name-researchsubjects-xml,2,2,0
Cross.table-name-riskassessments,2,0,0
Cross.table-name-riskassessments-json,2,1,0
Cross.table-name-riskassessments-xml,2,2,0
Cross.table-name-riskevidencesyntheses,2,1,0
Cross.table-name-riskevidencesyntheses-json,2,1,0
Cross.table-name-riskevidencesyntheses-xml,2,3,0
Cross.table-name-schedules,2,1,426
Cross.table-name-schedules-json,2,2,436
Cross.table-name-schedules-xml,2,2,434
Cross.table-name-searchparameters,2,1,0
Cross.table-name-searchparameters-json,2,1,0
Cross.table-name-searchparameters-xml,2,2,0
Cross.table-name-servicerequests,2,0,0
Cross.table-name-servicerequests-json,2,1,0
Cross.table-name-servicerequests-xml,2,2,0
Cross.table-name-slots,2,0,378
Cross.table-name-slots-json,2,0,388
Cross.table-name-slots-xml,2,2,386
Cross.table-name-specimen,2,1,0
Cross.table-name-specimen-json,2,2,0
Cross.table-name-specimen-xml,2,2,0
Cross.table-name-specimendefinitions,2,1,0
Cross.table-name-specimendefinitions-json,2,2,0
Cross.table-name-specimendefinitions-xml,2,3,0
Cross.table-name-structuredefinitions,2,7,42582
Cross.table-name-structuredefinitions-json,2,9,43222
Cross.table-name-structuredefinitions-xml,2,10,43094
Cross.table-name-structuremaps,2,0,0
Cross.table-name-structuremaps-json,2,2,0
Cross.table-name-structuremaps-xml,2,2,0
Cross.table-name-subscriptions,2,0,0
Cross.table-name-subscriptions-json,2,1,0
Cross.table-name-subscriptions-xml,2,2,0
Cross.table-name-subscriptiontopics,2,2,0
Cross.table-name-subscriptiontopics-json,2,2,0
Cross.table-name-subscriptiontopics-xml,2,2,0
Cross.table-name-substancenucleicacids,2,0,0
Cross.table-name-substancenucleicacids-json,2,2,0
Cross.table-name-substancenucleicacids-xml,2,2,0
Cross.table-name-substancepolymers,2,1,0
Cross.table-name-substancepolymers-json,2,2,0
Cross.table-name-substancepolymers-xml,2,2,0
Cross.table-name-substanceproteins,2,2,0
Cross.table-name-substanceproteins-json,2,2,0
Cross.table-name-substanceproteins-xml,2,3,0
Cross.table-name-substancereferenceinformations,2,0,0
Cross.table-name-substancereferenceinformations-json,2,2,0
Cross.table-name-substancereferenceinformations-xml,2,2,0
Cross.table-name-substances,2,0,0
Cross.table-name-substances-json,2,1,0
Cross.table-name-substances-xml,2,2,0
Cross.table-name-substancesourcematerials,2,0,0
Cross.table-name-substancesourcematerials-json,2,2,0
Cross.table-name-substancesourcematerials-xml,2,2,0
Cross.table-name-substancespecifications,2,1,0
Cross.table-name-substancespecifications-json,2,1,0
Cross.table-name-substancespecifications-xml,2,2,0
Cross.table-name-supplydeliveries,2,1,0
Cross.table-name-supplydeliveries-json,2,2,0
Cross.table-name-supplydeliveries-xml,2,3,0
Cross.table-name-supplyrequests,2,0,0
Cross.table-name-supplyrequests-json,2,1,0
Cross.table-name-supplyrequests-xml,2,2,0
Cross.table-name-tasks,2,1,0
Cross.table-name-tasks-json,2,2,0
Cross.table-name-tasks-xml,2,3,0
Cross.table-name-terminologycapabilities,2,0,0
Cross.table-name-terminologycapabilities-json,2,2,0
Cross.table-name-terminologycapabilities-xml,2,2,0
Cross.table-name-testplans,2,1,0
Cross.table-name-testplans-json,2,1,0
Cross.table-name-testplans-xml,2,2,0
Cross.table-name-testreports,2,1,0
Cross.table-name-testreports-json,2,2,0
Cross.table-name-testreports-xml,2,2,0
Cross.table-name-testscripts,2,0,0
Cross.table-name-testscripts-json,2,1,0
Cross.table-name-testscripts-xml,2,2,0
Cross.table-name-valuesets,2,4,22770
Cross.table-name-valuesets-json,2,5,23300
Cross.table-name-valuesets-xml,2,6,23194
Cross.table-name-verificationresults,2,2,0
Cross.table-name-verificationresults-json,2,2,0
Cross.table-name-verificationresults-xml,2,3,0
Cross.table-name-visionprescriptions,2,0,0
Cross.table-name-visionprescriptions-json,2,2,0
Cross.table-name-visionprescriptions-xml,2,2,0
Cross.table-namingsystems,2,0,0
Cross.table-namingsystems-json,2,1,0
Cross.table-namingsystems-xml,2,2,0
Cross.table-nutritionorders,2,0,0
Cross.table-nutritionorders-json,2,2,0
Cross.table-nutritionorders-xml,2,2,0
Cross.table-observationdefinitions,2,0,0
Cross.table-observationdefinitions-json,2,1,0
Cross.table-observationdefinitions-xml,2,2,0
Cross.table-observations,2,2,4656
Cross.table-observations-json,2,2,4746
Cross.table-observations-xml,2,4,4728
Cross.table-operationdefinitions,2,0,0
Cross.table-operationdefinitions-json,2,1,0
Cross.table-operationdefinitions-xml,2,2,0
Cross.table-operationoutcomes,2,0,0
Cross.table-operationoutcomes-json,2,2,0
Cross.table-operationoutcomes-xml,2,2,0
Cross.table-organizationaffiliations,2,0,0
Cross.table-organizationaffiliations-json,2,1,0
Cross.table-organizationaffiliations-xml,2,2,0
Cross.table-organizations,2,1,3190
Cross.table-organizations-json,2,2,3310
Cross.table-organizations-xml,2,3,3286
Cross.table-parameters,2,1,0
Cross.table-parameters-json,2,2,0
Cross.table-parameters-xml,2,2,0
Cross.table-patients,2,1,894
Cross.table-patients-json,2,1,914
Cross.table-patients-xml,2,3,910
Cross.table-paymentnotices,2,0,0
Cross.table-paymentnotices-json,2,1,0
Cross.table-paymentnotices-xml,2,2,0
Cross.table-paymentreconciliations,2,1,0
Cross.table-paymentreconciliations-json,2,2,0
Cross.table-paymentreconciliations-xml,2,3,0
Cross.table-people,2,2,0
Cross.table-people-json,2,2,0
Cross.table-people-xml,2,4,0
Cross.table-plandefinitions,2,0,0
Cross.table-plandefinitions-json,2,1,0
Cross.table-plandefinitions-xml,2,2,0
Cross.table-practitionerroles,2,1,522
Cross.table-practitionerroles-json,2,2,532
Cross.table-practitionerroles-xml,2,3,530
Cross.table-practitioners,2,1,474
Cross.table-practitioners-json,2,2,484
Cross.table-practitioners-xml,2,2,482
Cross.table-procedures,2,1,0
Cross.table-procedures-json,2,1,0
Cross.table-procedures-xml,2,2,0
Cross.table-profiles,2,2,19194
Cross.table-profiles-mm,2,4,19662
Cross.table-provenances,2,0,0
Cross.table-provenances-json,2,0,0
Cross.table-provenances-xml,2,2,0
Cross.table-questionnaireresponses,2,1,0
Cross.table-questionnaireresponses-json,2,2,0
Cross.table-questionnaireresponses-xml,2,3,0
Cross.table-questionnaires,2,0,0
Cross.table-questionnaires-json,2,2,0
Cross.table-questionnaires-xml,2,2,0
Cross.table-relatedpeople,2,0,486
Cross.table-relatedpeople-json,2,1,496
Cross.table-relatedpeople-xml,2,2,494
Cross.table-requestgroups,2,1,0
Cross.table-requestgroups-json,2,2,0
Cross.table-requestgroups-xml,2,2,0
Cross.table-requirements,2,0,0
Cross.table-requirements-json,2,1,0
Cross.table-requirements-xml,2,2,0
Cross.table-researchdefinitions,2,1,0
Cross.table-researchdefinitions-json,2,2,0
Cross.table-researchdefinitions-xml,2,2,0
Cross.table-researchelementdefinitions,2,1,0
Cross.table-researchelementdefinitions-json,2,2,0
Cross.table-researchelementdefinitions-xml,2,2,0
Cross.table-researchstudies,2,0,0
Cross.table-researchstudies-json,2,1,0
Cross.table-researchstudies-xml,2,2,0
Cross.table-researchsubjects,2,1,0
Cross.table-researchsubjects-json,2,2,0
Cross.table-researchsubjects-xml,2,2,0
Cross.table-riskassessments,2,0,0
Cross.table-riskassessments-json,2,0,0
Cross.table-riskassessments-xml,2,2,0
Cross.table-riskevidencesyntheses,2,1,0
Cross.table-riskevidencesyntheses-json,2,1,0
Cross.table-riskevidencesyntheses-xml,2,3,0
Cross.table-schedules,2,1,426
Cross.table-schedules-json,2,1,436
Cross.table-schedules-xml,2,2,434
Cross.table-searchparameters,2,1,0
Cross.table-searchparameters-json,2,2,0
Cross.table-searchparameters-xml,2,2,0
Cross.table-servicerequests,2,0,0
Cross.table-servicerequests-json,2,1,0
Cross.table-servicerequests-xml,2,2,0
Cross.table-slots,2,0,378
Cross.table-slots-json,2,2,388
Cross.table-slots-xml,2,2,386
Cross.table-specimen,2,1,0
Cross.table-specimen-json,2,2,0
Cross.table-specimen-xml,2,2,0
Cross.table-specimendefinitions,2,0,0
Cross.table-specimendefinitions-json,2,1,0
Cross.table-specimendefinitions-xml,2,2,0
Cross.table-structuredefinitions,2,9,42582
Cross.table-structuredefinitions-json,2,9,43222
Cross.table-structuredefinitions-xml,2,11,43094
Cross.table-structuremaps,2,0,0
Cross.table-structuremaps-json,2,1,0
Cross.table-structuremaps-xml,2,2,0
Cross.table-subscriptions,2,1,0
Cross.table-subscriptions-json,2,2,0
Cross.table-subscriptions-xml,2,2,0
Cross.table-subscriptiontopics,2,0,0
Cross.table-subscriptiontopics-json,2,1,0
Cross.table-subscriptiontopics-xml,2,2,0
Cross.table-substancenucleicacids,2,1,0
Cross.table-substancenucleicacids-json,2,2,0
Cross.table-substancenucleicacids-xml,2,3,0
Cross.table-substancepolymers,2,1,0
Cross.table-substancepolymers-json,2,2,0
Cross.table-substancepolymers-xml,2,2,0
Cross.table-substanceproteins,2,0,0
Cross.table-substanceproteins-json,2,1,0
Cross.table-substanceproteins-xml,2,2,0
Cross.table-substancereferenceinformations,2,1,0
Cross.table-substancereferenceinformations-json,2,2,0
Cross.table-substancereferenceinformations-xml,2,2,0
Cross.table-substances,2,0,0
Cross.table-substances-json,2,1,0
Cross.table-substances-xml,2,2,0
Cross.table-substancesourcematerials,2,1,0
Cross.table-substancesourcematerials-json,2,1,0
Cross.table-substancesourcematerials-xml,2,3,0
Cross.table-substancespecifications,2,0,0
Cross.table-substancespecifications-json,2,2,0
Cross.table-substancespecifications-xml,2,2,0
Cross.table-supplydeliveries,2,0,0
Cross.table-supplydeliveries-json,2,2,0
Cross.table-supplydeliveries-xml,2,2,0
Cross.table-supplyrequests,2,0,0
Cross.table-supplyrequests-json,2,1,0
Cross.table-supplyrequests-xml,2,2,0
Cross.table-tasks,2,1,0
Cross.table-tasks-json,2,2,0
Cross.table-tasks-xml,2,3,0
Cross.table-terminologycapabilities,2,1,0
Cross.table-terminologycapabilities-json,2,2,0
Cross.table-terminologycapabilities-xml,2,2,0
Cross.table-testplans,2,1,0
Cross.table-testplans-json,2,2,0
Cross.table-testplans-xml,2,2,0
Cross.table-testreports,2,1,0
Cross.table-testreports-json,2,2,0
Cross.table-testreports-xml,2,3,0
Cross.table-testscripts,2,1,0
Cross.table-testscripts-json,2,2,0
Cross.table-testscripts-xml,2,2,0
Cross.table-valuesets,2,4,22770
Cross.table-valuesets-json,2,6,23300
Cross.table-valuesets-xml,2,6,23194
Cross.table-verificationresults,2,1,0
Cross.table-verificationresults-json,2,2,0
Cross.table-verificationresults-xml,2,3,0
Cross.table-visionprescriptions,2,1,0
Cross.table-visionprescriptions-json,2,1,0
Cross.table-visionprescriptions-xml,2,3,0
Cross.valueset-list,2,15,35574
Cross.valueset-ref-all-list,2,55,158866
Cross.valueset-ref-list,2,68,69134
File.file,543,19,3566325
Resource.contained-index,543,2,0
Resource.history,543,4,0
Resource.html,543,3105,7272183
Resource.ip-statements,506,242,754010
Resource.json-html,543,1803,59709166
Resource.maturity,506,4,11328
Resource.status,506,20,213010
Resource.ttl-html,543,1699,94465654
Resource.validate,543,17,135999
Resource.xml-html,543,2109,87766195
SQL.sql,30,16,60834
StructureDefinition.-typename,192,2,1637
StructureDefinition.adl,384,32,0
StructureDefinition.changes,192,0,0
StructureDefinition.class-table,192,134,1918447
StructureDefinition.crumbs,192,11,47331
StructureDefinition.ctxts,192,4,4899
StructureDefinition.dict,192,1465,26133878
StructureDefinition.dict-active,192,1364,25143705
StructureDefinition.dict-diff,192,198,4406995
StructureDefinition.dict-key,192,778,15335046
StructureDefinition.dict-ms,192,165,2862984
StructureDefinition.diff,384,655,13227420
StructureDefinition.diff-bindings,384,286,6008717
StructureDefinition.diff-obligations,768,145,1045584
StructureDefinition.eview,384,46520,1903182
StructureDefinition.example-list,192,23,22668
StructureDefinition.example-list-all,192,26,83724
StructureDefinition.example-table,192,11,38328
StructureDefinition.example-table-all,192,26,143502
StructureDefinition.expansion,192,1307,27942051
StructureDefinition.experimental-warning,192,1,0
StructureDefinition.grid,192,133,2206163
StructureDefinition.header,192,21,131504
StructureDefinition.inv,192,25,632732
StructureDefinition.inv-diff,192,6,9908
StructureDefinition.inv-key,192,37,458810
StructureDefinition.json-schema,192,0,18816
StructureDefinition.maps,192,1408,17308663
StructureDefinition.other-versions,192,1,0
StructureDefinition.pseudo-json,192,123,4948666
StructureDefinition.pseudo-ttl,192,0,18048
StructureDefinition.pseudo-xml,192,1,17472
StructureDefinition.sd-use-context,192,7,28783
StructureDefinition.search-params,192,527,1467172
StructureDefinition.shex,192,0,17472
StructureDefinition.snapshot,384,2544,48403444
StructureDefinition.snapshot-bindings,384,949,25862568
StructureDefinition.snapshot-by-key,384,1411,25586855
StructureDefinition.snapshot-by-key-bindings,384,581,10144019
StructureDefinition.snapshot-by-key-obligations,384,156,522792
StructureDefinition.snapshot-by-mustsupport,384,505,7770156
StructureDefinition.snapshot-by-mustsupport-bindings,384,272,2797716
StructureDefinition.snapshot-by-mustsupport-obligations,384,161,522792
StructureDefinition.snapshot-obligations,384,91,522792
